ID_GDO_Well_Name	TOP_MD_hloubka_m	BASE_MD_hloubka_m	Horizon_index	Horizon_nazev	Autor_interpretace	GIS_X	GIS_Y
69203	0	1.2	QS	Q_Svahoviny	Jan Bohadlo	-703912.3	-962322.6
69203	1.2	8.1	QF-s	Q_Fluvial_Sterk	Jan Bohadlo	-703912.3	-962322.6
69203	8.1	10.9	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-703912.3	-962322.6
69203	10.9	20.1	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-703912.3	-962322.6
69203	20.1	43.2	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-703912.3	-962322.6
69203	43.2	44.1	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-703912.3	-962322.6
69205	0	0.1	QS	Q_Svahoviny	Jan Bohadlo	-703636.6	-962552.6
69205	0.1	1.1	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	1.1	3.1	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	3.1	7.4	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	7.4	9	TCb3-p	T_Sloj_3_Pisek	Jan Bohadlo	-703636.6	-962552.6
69205	9	12.15	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	12.15	13.1	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	13.1	17	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	17	26	X	XX_Neinterpretovatelny_interval_vrtu	Jan Bohadlo	-703636.6	-962552.6
69205	26	27.3	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	27.3	28	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	28	30	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	30	30.55	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	30.55	33	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	33	33.9	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	33.9	36.35	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	36.35	39.6	TCb3-p	T_Sloj_3_Pisek	Jan Bohadlo	-703636.6	-962552.6
69205	39.6	40	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	40	42	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	42	45.95	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	45.95	46.5	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	46.5	49.2	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	49.2	50.15	TNd-j	T_Nadwenglowy_D_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	50.15	50.5	TNd-p	T_Nadwenglowy_D_Pisek	Jan Bohadlo	-703636.6	-962552.6
69205	50.5	55	TNd-uj	T_Nadwenglowy_D_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	55	72.15	TNd-j	T_Nadwenglowy_D_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	72.15	73	TCb2-uj	T_Sloj_2_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	73	73.75	TCb2-u	T_Sloj_2_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	73.75	75.2	TCb2-uj	T_Sloj_2_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	75.2	79.7	TCb2-u	T_Sloj_2_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	79.7	80.85	TCb2-uj	T_Sloj_2_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	80.85	82.4	TCb2-u	T_Sloj_2_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	82.4	84.05	TCb2-j	T_Sloj_2_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	84.05	84.45	TCb2-uj	T_Sloj_2_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	84.45	85.1	TCb2-u	T_Sloj_2_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	85.1	86.6	TCb2-j	T_Sloj_2_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	86.6	87.25	TCb2-u	T_Sloj_2_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	87.25	94	TCb2-j	T_Sloj_2_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	94	94.8	TCb2-uj	T_Sloj_2_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	94.8	95.4	TCb2-u	T_Sloj_2_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	95.4	107.15	TMw-j	T_Meziwenglowy_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	107.15	109	TMw-p	T_Meziwenglowy_Pisek	Jan Bohadlo	-703636.6	-962552.6
69205	109	111.3	TMw-uj	T_Meziwenglowy_Uhel_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	111.3	142.35	TMw-p	T_Meziwenglowy_Pisek	Jan Bohadlo	-703636.6	-962552.6
69205	142.35	148.3	TMw-j	T_Meziwenglowy_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	148.3	154.5	TMw-p	T_Meziwenglowy_Pisek	Jan Bohadlo	-703636.6	-962552.6
69205	154.5	163.1	TMw-j	T_Meziwenglowy_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	163.1	163.2	TCb1-u	T_Sloj_1_Uhli	Jan Bohadlo	-703636.6	-962552.6
69205	163.2	194.1	TPw-j	T_Podwenglowy_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	194.1	218.5	TBJ	T_Baz_Jil	Jan Bohadlo	-703636.6	-962552.6
69205	218.5	222.5	TBN	T_Baz_Vulk_nesoudrz	Jan Bohadlo	-703636.6	-962552.6
69206	0	0.3	QS	Q_Svahoviny	Jan Bohadlo	-703719.5	-963260
69206	0.3	1.9	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-703719.5	-963260
69206	1.9	5.3	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	5.3	7.95	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-703719.5	-963260
69206	7.95	9	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	9	9.8	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-703719.5	-963260
69206	9.8	10.1	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703719.5	-963260
69206	10.1	14.1	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	14.1	15	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703719.5	-963260
69206	15	16	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	16	17	TNd-j	T_Nadwenglowy_D_Jil	Jan Bohadlo	-703719.5	-963260
69206	17	20.85	TNd-p	T_Nadwenglowy_D_Pisek	Jan Bohadlo	-703719.5	-963260
69206	20.85	21.8	TNd-j	T_Nadwenglowy_D_Jil	Jan Bohadlo	-703719.5	-963260
69206	21.8	29.4	TNd-p	T_Nadwenglowy_D_Pisek	Jan Bohadlo	-703719.5	-963260
69206	29.4	34.4	TCb2-uj	T_Sloj_2_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	34.4	38.15	TCb2-p	T_Sloj_2_Pisek	Jan Bohadlo	-703719.5	-963260
69206	38.15	43.4	TCb2-uj	T_Sloj_2_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	43.4	45	TMw-j	T_Meziwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	45	57.8	TMw-p	T_Meziwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	57.8	59.4	TMw-j	T_Meziwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	59.4	75.6	TMw-p	T_Meziwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	75.6	80	TMw-j	T_Meziwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	80	83.5	TMw-p	T_Meziwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	83.5	86	TMw-j	T_Meziwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	86	89	TMw-p	T_Meziwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	89	92.2	TMw-uj	T_Meziwenglowy_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	92.2	92.8	TMw-u	T_Meziwenglowy_Uhli	Jan Bohadlo	-703719.5	-963260
69206	92.8	94.5	TMw-uj	T_Meziwenglowy_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	94.5	95.1	TCb1-u	T_Sloj_1_Uhli	Jan Bohadlo	-703719.5	-963260
69206	95.1	97.2	TCb1-uj	T_Sloj_1_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	97.2	100.45	TCb1-u	T_Sloj_1_Uhli	Jan Bohadlo	-703719.5	-963260
69206	100.45	100.65	TCb1-uj	T_Sloj_1_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	100.65	101.25	TCb1-j	T_Sloj_1_Jil	Jan Bohadlo	-703719.5	-963260
69206	101.25	102.5	TCb1-u	T_Sloj_1_Uhli	Jan Bohadlo	-703719.5	-963260
69206	102.5	104.2	TCb1-uj	T_Sloj_1_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	104.2	105.15	TCb1-u	T_Sloj_1_Uhli	Jan Bohadlo	-703719.5	-963260
69206	105.15	106.3	TCb1-uj	T_Sloj_1_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	106.3	106.9	TCb1-u	T_Sloj_1_Uhli	Jan Bohadlo	-703719.5	-963260
69206	106.9	107.5	TCb1-uj	T_Sloj_1_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	107.5	110	TCb1-j	T_Sloj_1_Jil	Jan Bohadlo	-703719.5	-963260
69206	110	113.8	TCb1-uj	T_Sloj_1_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	113.8	113.9	TCb1-u	T_Sloj_1_Uhli	Jan Bohadlo	-703719.5	-963260
69206	113.9	114.65	TCb1-j	T_Sloj_1_Jil	Jan Bohadlo	-703719.5	-963260
69206	114.65	115	TCb1-u	T_Sloj_1_Uhli	Jan Bohadlo	-703719.5	-963260
69206	115	115.6	TCb1-uj	T_Sloj_1_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	115.6	119.2	X	XX_Neinterpretovatelny_interval_vrtu	Jan Bohadlo	-703719.5	-963260
69206	119.2	122	TPw-j	T_Podwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	122	138.7	TPw-p	T_Podwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	138.7	143	TPw-j	T_Podwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	143	145	TPw-p	T_Podwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	145	149	TPw-j	T_Podwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	149	169	TPw-p	T_Podwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	169	171.9	TPw-j	T_Podwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	171.9	205	TPw-uj	T_Podwenglowy_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	205	207	TPw-p	T_Podwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	207	235	TPw-j	T_Podwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	235	236.7	TPw-p	T_Podwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	236.7	239	TPw-j	T_Podwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	239	244.5	TPw-p	T_Podwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	244.5	247.9	TPw-j	T_Podwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	247.9	253.5	TPw-p	T_Podwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	253.5	253.8	TPw-uj	T_Podwenglowy_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	253.8	255.4	TPw-j	T_Podwenglowy_Jil	Jan Bohadlo	-703719.5	-963260
69206	255.4	261.15	TPw-p	T_Podwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	261.15	262	TPw-uj	T_Podwenglowy_Uhel_Jil	Jan Bohadlo	-703719.5	-963260
69206	262	270.15	TPw-p	T_Podwenglowy_Pisek	Jan Bohadlo	-703719.5	-963260
69206	270.15	277	SxE	SX_Eluvium	Jan Bohadlo	-703719.5	-963260
69207	0	0.5	QS	Q_Svahoviny	Jan Bohadlo	-703832.2	-963050.2
69207	0.5	4.5	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-703832.2	-963050.2
69207	4.5	8	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703832.2	-963050.2
69207	8	22.5	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-703832.2	-963050.2
69207	22.5	23.7	TNd-p	T_Nadwenglowy_D_Pisek	Jan Bohadlo	-703832.2	-963050.2
69208	0	0.6	QS	Q_Svahoviny	Jan Bohadlo	-703848.4	-963192
69208	0.6	4.5	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-703848.4	-963192
69208	4.5	5.2	TNg-p	T_Nadwenglowy_G_Pisek	Jan Bohadlo	-703848.4	-963192
69208	5.2	6	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-703848.4	-963192
69208	6	8	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703848.4	-963192
69208	8	11.7	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703848.4	-963192
69208	11.7	12.4	TCb3-p	T_Sloj_3_Pisek	Jan Bohadlo	-703848.4	-963192
69208	12.4	13.5	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703848.4	-963192
69208	13.5	14.8	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703848.4	-963192
69208	14.8	20	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-703848.4	-963192
69208	20	21.5	TNd-p	T_Nadwenglowy_D_Pisek	Jan Bohadlo	-703848.4	-963192
69208	21.5	22	TNd-j	T_Nadwenglowy_D_Jil	Jan Bohadlo	-703848.4	-963192
69208	22	24	TNd-p	T_Nadwenglowy_D_Pisek	Jan Bohadlo	-703848.4	-963192
69209	0	2.2	QS	Q_Svahoviny	Jan Bohadlo	-704006.6	-963273.5
69209	2.2	4	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-704006.6	-963273.5
69209	4	6.5	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-704006.6	-963273.5
69209	6.5	11.5	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-704006.6	-963273.5
69209	11.5	13.3	TCb3-p	T_Sloj_3_Pisek	Jan Bohadlo	-704006.6	-963273.5
69209	13.3	19.5	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-704006.6	-963273.5
69209	19.5	21.5	TCb3-p	T_Sloj_3_Pisek	Jan Bohadlo	-704006.6	-963273.5
69209	21.5	25.3	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-704006.6	-963273.5
69213	0	1	QA	Q_Antropogen	Jan Bohadlo	-703965.1	-963161
69213	1	3.2	QS	Q_Svahoviny	Jan Bohadlo	-703965.1	-963161
69213	3.2	9.5	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-703965.1	-963161
69213	9.5	17.4	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703965.1	-963161
69213	17.4	23.8	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703965.1	-963161
69213	23.8	27.5	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-703965.1	-963161
69214	0	4.7	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-703998	-963134.5
69214	4.7	5.1	TNg-p	T_Nadwenglowy_G_Pisek	Jan Bohadlo	-703998	-963134.5
69214	5.1	9.4	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-703998	-963134.5
69214	9.4	17	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703998	-963134.5
69214	17	27	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703998	-963134.5
69215	0	0.2	QS	Q_Svahoviny	Jan Bohadlo	-703528.5	-962526.9
69215	0.2	14.7	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-703528.5	-962526.9
69215	14.7	21.3	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703528.5	-962526.9
69215	21.3	27.8	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703528.5	-962526.9
69215	27.8	30	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-703528.5	-962526.9
69216	0	11.8	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703814.1	-963239.7
69216	11.8	12.7	TCb3-p	T_Sloj_3_Pisek	Jan Bohadlo	-703814.1	-963239.7
69216	12.7	17.5	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-703814.1	-963239.7
69216	17.5	20	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-703814.1	-963239.7
69217	0	20	TCb3-u	T_Sloj_3_Uhli	Jan Bohadlo	-703896.2	-963158.5
69217	20	26	TCb3-j	T_Sloj_3_Jil	Jan Bohadlo	-703896.2	-963158.5
69218	0	22.5	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-703836.2	-963303.9
69225	0	1.2	QA	Q_Antropogen	Jan Bohadlo	-701850	-962670
69225	1.2	2	QS	Q_Svahoviny	Jan Bohadlo	-701850	-962670
69225	2	4.8	QF-p	Q_Fluvial_Pisky	Jan Bohadlo	-701850	-962670
69225	4.8	6.5	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701850	-962670
69225	6.5	8	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-701850	-962670
69226	0	1.6	QS	Q_Svahoviny	Jan Bohadlo	-701880	-962675
69226	1.6	3.9	QF-p	Q_Fluvial_Pisky	Jan Bohadlo	-701880	-962675
69226	3.9	4.7	QF-j	Q_Fluvial_Jily	Jan Bohadlo	-701880	-962675
69226	4.7	5	QF-p	Q_Fluvial_Pisky	Jan Bohadlo	-701880	-962675
69226	5	8	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-701880	-962675
69226	8	11	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701880	-962675
69226	11	12	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-701880	-962675
69227	0	0.8	QS	Q_Svahoviny	Jan Bohadlo	-701910	-962685
69227	0.8	4.6	QF-p	Q_Fluvial_Pisky	Jan Bohadlo	-701910	-962685
69227	4.6	8	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-701910	-962685
69227	8	10.1	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701910	-962685
69227	10.1	10.3	TNw-uj	T_Nadwenglowy_Uhel_Jil	Jan Bohadlo	-701910	-962685
69227	10.3	10.9	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-701910	-962685
69227	10.9	12	TNw-uj	T_Nadwenglowy_Uhel_Jil	Jan Bohadlo	-701910	-962685
69228	0	2.4	QS	Q_Svahoviny	Jan Bohadlo	-701885	-962695
69228	2.4	4	QF-p	Q_Fluvial_Pisky	Jan Bohadlo	-701885	-962695
69228	4	5	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701885	-962695
69228	5	7.9	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-701885	-962695
69228	7.9	10.3	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701885	-962695
69229	0	1.2	QS	Q_Svahoviny	Jan Bohadlo	-701910	-962700
69229	1.2	5.1	QF-p	Q_Fluvial_Pisky	Jan Bohadlo	-701910	-962700
69229	5.1	9.4	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701910	-962700
69229	9.4	10.3	TNw-uj	T_Nadwenglowy_Uhel_Jil	Jan Bohadlo	-701910	-962700
69229	10.3	12	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701910	-962700
69230	0	0.7	QS	Q_Svahoviny	Jan Bohadlo	-701905	-962730
69230	0.7	3.6	QF-p	Q_Fluvial_Pisky	Jan Bohadlo	-701905	-962730
69230	3.6	4.5	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701905	-962730
69230	4.5	5	TNw-uj	T_Nadwenglowy_Uhel_Jil	Jan Bohadlo	-701905	-962730
69230	5	5.6	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701905	-962730
69230	5.6	6.5	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-701905	-962730
69230	6.5	7.3	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701905	-962730
69230	7.3	7.5	TNw-u	T_Nadwenglowy_Uhli	Jan Bohadlo	-701905	-962730
69230	7.5	8.5	TNw-uj	T_Nadwenglowy_Uhel_Jil	Jan Bohadlo	-701905	-962730
69230	8.5	11	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701905	-962730
69230	11	12	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701905	-962730
69231	0	1.4	QS	Q_Svahoviny	Jan Bohadlo	-701870	-962725
69231	1.4	7.5	QF-p	Q_Fluvial_Pisky	Jan Bohadlo	-701870	-962725
69231	7.5	8.4	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701870	-962725
69231	8.4	9.5	TNw-uj	T_Nadwenglowy_Uhel_Jil	Jan Bohadlo	-701870	-962725
69231	9.5	12	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701870	-962725
69232	0	0.3	QS	Q_Svahoviny	Jan Bohadlo	-701694.9	-961939.5
69232	0.3	1	QE	Q_Eolicky	Jan Bohadlo	-701694.9	-961939.5
69232	1	4.9	QS	Q_Svahoviny	Jan Bohadlo	-701694.9	-961939.5
69232	4.9	7.4	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701694.9	-961939.5
69232	7.4	9.1	TNw-sp	T_Nadwenglowy_Sterkopisek	Jan Bohadlo	-701694.9	-961939.5
69232	9.1	10.3	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701694.9	-961939.5
69233	0	4.9	QS	Q_Svahoviny	Jan Bohadlo	-701705.7	-961628.6
69233	4.9	7.5	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-701705.7	-961628.6
69233	7.5	9.5	TNg-sp	T_Nadwenglowy_G_Sterkopisek	Jan Bohadlo	-701705.7	-961628.6
69233	9.5	10.65	TNg-s	T_Nadwenglowy_G_Sterk	Jan Bohadlo	-701705.7	-961628.6
69233	10.65	14	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-701705.7	-961628.6
69233	14	15.7	TNg-s	T_Nadwenglowy_G_Sterk	Jan Bohadlo	-701705.7	-961628.6
69233	15.7	17.3	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-701705.7	-961628.6
69233	17.3	17.8	TNg-p	T_Nadwenglowy_G_Pisek	Jan Bohadlo	-701705.7	-961628.6
69233	17.8	19.1	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-701705.7	-961628.6
69233	19.1	21.3	TNg-p	T_Nadwenglowy_G_Pisek	Jan Bohadlo	-701705.7	-961628.6
69233	21.3	23	TNg-s	T_Nadwenglowy_G_Sterk	Jan Bohadlo	-701705.7	-961628.6
69233	23	24.7	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-701705.7	-961628.6
69233	24.7	26	TNg-s	T_Nadwenglowy_G_Sterk	Jan Bohadlo	-701705.7	-961628.6
69233	26	30.7	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-701705.7	-961628.6
69233	30.7	31.5	TNg-s	T_Nadwenglowy_G_Sterk	Jan Bohadlo	-701705.7	-961628.6
69233	31.5	35.3	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-701705.7	-961628.6
69233	35.3	36.7	TNg-s	T_Nadwenglowy_G_Sterk	Jan Bohadlo	-701705.7	-961628.6
69233	36.7	38.7	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-701705.7	-961628.6
69233	38.7	39	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-701705.7	-961628.6
69233	39	42.5	TCb3-uj	T_Sloj_3_Uhel_Jil	Jan Bohadlo	-701705.7	-961628.6
69233	42.5	50.2	TNd-j	T_Nadwenglowy_D_Jil	Jan Bohadlo	-701705.7	-961628.6
69234	0	5.3	QS	Q_Svahoviny	Jan Bohadlo	-701954.9	-961418.7
69234	5.3	5.4	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-701954.9	-961418.7
69234	5.4	7.3	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701954.9	-961418.7
69234	7.3	8	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-701954.9	-961418.7
69234	8	9.4	TNw-sp	T_Nadwenglowy_Sterkopisek	Jan Bohadlo	-701954.9	-961418.7
69234	9.4	12.2	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-701954.9	-961418.7
69235	0	0.2	QS	Q_Svahoviny	Jan Bohadlo	-702088.7	-961241.2
69235	0.2	4.9	QE	Q_Eolicky	Jan Bohadlo	-702088.7	-961241.2
69235	4.9	9.9	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-702088.7	-961241.2
69235	9.9	13.9	TNw-p	T_Nadwenglowy_Pisek	Jan Bohadlo	-702088.7	-961241.2
69235	13.9	15.1	TNw-j	T_Nadwenglowy_Jil	Jan Bohadlo	-702088.7	-961241.2
69236	0	4.2	QS	Q_Svahoviny	Jan Bohadlo	-702210.1	-961036.1
69236	4.2	6.8	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-702210.1	-961036.1
69236	6.8	17	TNg-s	T_Nadwenglowy_G_Sterk	Jan Bohadlo	-702210.1	-961036.1
69236	17	17.6	TNg-p	T_Nadwenglowy_G_Pisek	Jan Bohadlo	-702210.1	-961036.1
69236	17.6	18.1	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-702210.1	-961036.1
69236	18.1	19	TNg-s	T_Nadwenglowy_G_Sterk	Jan Bohadlo	-702210.1	-961036.1
69236	19	21.3	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-702210.1	-961036.1
69236	21.3	22.4	TNg-s	T_Nadwenglowy_G_Sterk	Jan Bohadlo	-702210.1	-961036.1
69236	22.4	25	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-702210.1	-961036.1
69236	25	27.4	TNg-p	T_Nadwenglowy_G_Pisek	Jan Bohadlo	-702210.1	-961036.1
69236	27.4	30	TNg-j	T_Nadwenglowy_G_Jil	Jan Bohadlo	-702210.1	-961036.1
