ID_GDO_Well_Name	TOP_MD_hloubka_m	BASE_MD_hloubka_m	Horizon_index	Horizon_nazev	Autor_interpretace	GIS_X	GIS_Y
F_69908	5.3	10	TNw	TNw	Jan Bohadlo	-701529.7	-961677.9
F_69909	0	5.1	Q	Q	Jan Bohadlo	-701537.3	-961618
F_69909	5.1	10	TNw	TNw	Jan Bohadlo	-701537.3	-961618
F_69910	0	5.3	Q	Q	Jan Bohadlo	-701544.1	-961594.4
F_69910	5.3	10.9	TNw	TNw	Jan Bohadlo	-701544.1	-961594.4
F_69911	0	7.6	Q	Q	Jan Bohadlo	-701550.6	-961645.5
F_69911	7.6	10	TNw	TNw	Jan Bohadlo	-701550.6	-961645.5
F_69912	0	5.6	Q	Q	Jan Bohadlo	-701551.9	-961668.9
F_69912	5.6	10.4	TNw	TNw	Jan Bohadlo	-701551.9	-961668.9
F_69913	0	6	Q	Q	Jan Bohadlo	-701558.3	-961691
F_69913	6	12.2	TNw	TNw	Jan Bohadlo	-701558.3	-961691
F_69914	0	7	Q	Q	Jan Bohadlo	-701568.7	-961666
F_69914	7	12.5	TNw	TNw	Jan Bohadlo	-701568.7	-961666
F_69915	0	6	Q	Q	Jan Bohadlo	-701574.6	-961700.6
F_69915	6	10.3	TNw	TNw	Jan Bohadlo	-701574.6	-961700.6
F_69916	0	7.4	Q	Q	Jan Bohadlo	-701583.1	-961631.7
F_69916	7.4	10	TNw	TNw	Jan Bohadlo	-701583.1	-961631.7
F_69917	0	6.5	Q	Q	Jan Bohadlo	-701593.6	-961648.6
F_69917	6.5	10	TNw	TNw	Jan Bohadlo	-701593.6	-961648.6
F_69918	0	5.9	Q	Q	Jan Bohadlo	-701588.1	-961684.9
F_69918	5.9	10	TNw	TNw	Jan Bohadlo	-701588.1	-961684.9
F_69919	0	5.5	Q	Q	Jan Bohadlo	-701592.8	-961732.5
F_69919	5.5	17.3	TNw	TNw	Jan Bohadlo	-701592.8	-961732.5
F_69920	0	3.6	Q	Q	Jan Bohadlo	-701520.8	-962054.5
F_69920	3.6	10	TNw	TNw	Jan Bohadlo	-701520.8	-962054.5
F_69921	0	4	Q	Q	Jan Bohadlo	-701530.4	-962062.8
F_69921	4	10	TNw	TNw	Jan Bohadlo	-701530.4	-962062.8
F_69922	0	4.5	Q	Q	Jan Bohadlo	-701513.2	-961817
F_69922	4.5	10	TNw	TNw	Jan Bohadlo	-701513.2	-961817
F_69923	0	6.4	Q	Q	Jan Bohadlo	-701526.7	-961791.6
F_69923	6.4	15	TNw	TNw	Jan Bohadlo	-701526.7	-961791.6
F_69924	0	5	Q	Q	Jan Bohadlo	-702531.7	-962023.6
F_69925	0	5	Q	Q	Jan Bohadlo	-702567.9	-962066.7
F_69926	0	5	Q	Q	Jan Bohadlo	-702592.5	-962049.1
F_69927	0	4.1	Q	Q	Jan Bohadlo	-702609.9	-962073.6
F_69928	0	5	Q	Q	Jan Bohadlo	-702585.8	-962090.4
F_69929	0	4.2	Q	Q	Jan Bohadlo	-702516.6	-962105.7
F_69929	4.2	5	TNw	TNw	Jan Bohadlo	-702516.6	-962105.7
F_69930	0	5	Q	Q	Jan Bohadlo	-702625.9	-962097.8
F_69931	0	5	Q	Q	Jan Bohadlo	-702643.2	-962086
F_69932	0	5	Q	Q	Jan Bohadlo	-702602.6	-962114.5
F_69933	0	5	Q	Q	Jan Bohadlo	-702552.6	-962155.3
F_69934	0	5	Q	Q	Jan Bohadlo	-702763.4	-962129.7
F_69935	0	5	Q	Q	Jan Bohadlo	-702675.7	-962142.6
F_69936	0	5	Q	Q	Jan Bohadlo	-702697.9	-962174.7
F_69937	0	7	Q	Q	Jan Bohadlo	-702586.3	-962239.6
F_69937	7	12	X	XX_Neinterpretovatelny_interval_vrtu	Jan Bohadlo	-702586.3	-962239.6
F_69938	0	7.3	Q	Q	Jan Bohadlo	-702534.1	-962275.1
F_69938	7.3	12.5	TNw	TNw	Jan Bohadlo	-702534.1	-962275.1
F_69939	0	5	Q	Q	Jan Bohadlo	-702483.3	-962309.9
F_69939	5	12.1	X	XX_Neinterpretovatelny_interval_vrtu	Jan Bohadlo	-702483.3	-962309.9
F_69941	0	68	Q	Q	Jan Bohadlo	-698174.14	-961973.79
F_69942	0	66	Q	Q	Jan Bohadlo	-697946.84	-961993.74
F_69942	66	80	TNw	TNw	Jan Bohadlo	-697946.84	-961993.74
F_69952	0	5	Q	Q	Jan Bohadlo	-701548.5	-962672
F_69953	0	4	Q	Q	Jan Bohadlo	-701558.5	-962680
F_69954	0	4.5	Q	Q	Jan Bohadlo	-701601.8	-962643.5
F_69954	4.5	6	TNw	TNw	Jan Bohadlo	-701601.8	-962643.5
F_69955	0	6.8	Q	Q	Jan Bohadlo	-701591.5	-962668.4
F_69955	6.8	7	TNw	TNw	Jan Bohadlo	-701591.5	-962668.4
F_69956	0	5	Q	Q	Jan Bohadlo	-701611.2	-962656.3
F_69957	0	5.6	Q	Q	Jan Bohadlo	-701607.5	-962672.5
F_69957	5.6	6	TNw	TNw	Jan Bohadlo	-701607.5	-962672.5
F_69958	0	5.1	Q	Q	Jan Bohadlo	-701594.5	-962708.2
F_69958	5.1	7	TNw	TNw	Jan Bohadlo	-701594.5	-962708.2
F_69959	0	4	Q	Q	Jan Bohadlo	-699898.1	-966011.5
F_69960	0	4	Q	Q	Jan Bohadlo	-699851.2	-965976.2
F_69961	0	4	Q	Q	Jan Bohadlo	-699841.7	-965964.6
F_69962	0	3.7	Q	Q	Jan Bohadlo	-699824.6	-965951.2
F_69962	3.7	4.5	Sx	Sx	Jan Bohadlo	-699824.6	-965951.2
F_69963	0	6	Q	Q	Jan Bohadlo	-701522.7	-962686
F_69964	0	6	Q	Q	Jan Bohadlo	-701535.1	-962690.4
F_69965	0	6	Q	Q	Jan Bohadlo	-701522.1	-962704.7
F_69966	0	6	Q	Q	Jan Bohadlo	-701482.1	-962723.5
F_69967	0	6	Q	Q	Jan Bohadlo	-701477.4	-962732.5
F_69968	0	6	Q	Q	Jan Bohadlo	-701519.5	-962739.3
F_69969	0	6	Q	Q	Jan Bohadlo	-701456.1	-962717.4
F_69976	0	6.2	Q	Q	Jan Bohadlo	-702277	-963298
F_69977	0	6.8	Q	Q	Jan Bohadlo	-702274.5	-963301.5
F_69978	0	4	Q	Q	Jan Bohadlo	-701464.9	-962500.5
F_69979	0	4	Q	Q	Jan Bohadlo	-701455.3	-962520.3
F_69980	0	5.5	Q	Q	Jan Bohadlo	-703350	-961816
F_547981	0	5.5	Q	Q	Jan Bohadlo	-702810	-960928
F_547981	5.5	20	TCb3	TCb3	Jan Bohadlo	-702810	-960928
F_547982	0	11.5	Q	Q	Jan Bohadlo	-702771	-960822
F_547982	11.5	20	TCb3	TCb3	Jan Bohadlo	-702771	-960822
F_547983	0	12	Q	Q	Jan Bohadlo	-702682	-960660
F_547983	12	20	TCb3	TCb3	Jan Bohadlo	-702682	-960660
F_547984	0	15	Q	Q	Jan Bohadlo	-702630	-960857
F_547984	15	20	TCb3	TCb3	Jan Bohadlo	-702630	-960857
F_547985	0	2	Q	Q	Jan Bohadlo	-700181	-962654
F_547985	2	5	TNw	TNw	Jan Bohadlo	-700181	-962654
F_547986	0	2.9	Q	Q	Jan Bohadlo	-700832	-962388
F_547986	2.9	5	TNw	TNw	Jan Bohadlo	-700832	-962388
F_547987	0	4.4	Q	Q	Jan Bohadlo	-700568	-962206
F_547987	4.4	5	TNw	TNw	Jan Bohadlo	-700568	-962206
F_547988	0	1.5	Q	Q	Jan Bohadlo	-700718	-961998
F_547988	1.5	5	TNw	TNw	Jan Bohadlo	-700718	-961998
F_547989	0	4.9	Q	Q	Jan Bohadlo	-700866	-961778
F_547989	4.9	5	TNw	TNw	Jan Bohadlo	-700866	-961778
F_547990	0	4.6	Q	Q	Jan Bohadlo	-700931	-961633
F_547990	4.6	5	TNw	TNw	Jan Bohadlo	-700931	-961633
F_547991	0	3.8	Q	Q	Jan Bohadlo	-701065	-961429
F_547991	3.8	5	TNw	TNw	Jan Bohadlo	-701065	-961429
F_547992	0	4.3	Q	Q	Jan Bohadlo	-701311	-961343
F_547992	4.3	6	TNw	TNw	Jan Bohadlo	-701311	-961343
F_547993	0	3.8	Q	Q	Jan Bohadlo	-701659	-961276
F_547993	3.8	8	TNg	TNg	Jan Bohadlo	-701659	-961276
F_547994	0	4.3	Q	Q	Jan Bohadlo	-701698	-961296
F_547994	4.3	8	TNw	TNw	Jan Bohadlo	-701698	-961296
F_547995	0	5	Q	Q	Jan Bohadlo	-702064	-961053
F_547996	0	6.3	Q	Q	Jan Bohadlo	-701121	-961417
F_547996	6.3	8	TNw	TNw	Jan Bohadlo	-701121	-961417
F_547997	0	5	Q	Q	Jan Bohadlo	-701103	-961394
F_547997	5	8	TNw	TNw	Jan Bohadlo	-701103	-961394
F_560052	0	1.3	Q	Q	Jan Bohadlo	-698849	-964342
F_560052	1.3	2.5	Sx	Sx	Jan Bohadlo	-698849	-964342
F_560053	0	1.2	Q	Q	Jan Bohadlo	-699192	-964158
F_560053	1.2	2.5	Sx	Sx	Jan Bohadlo	-699192	-964158
F_560054	0	0.7	Q	Q	Jan Bohadlo	-699401	-963960
F_560054	0.7	2.2	Sx	Sx	Jan Bohadlo	-699401	-963960
F_560055	0	2.4	Sx	Sx	Jan Bohadlo	-699419	-963808
F_560056	0	2.5	Q	Q	Jan Bohadlo	-699446	-963592
F_560057	0	1.8	Q	Q	Jan Bohadlo	-699588	-963552
F_560057	1.8	2.3	Sx	Sx	Jan Bohadlo	-699588	-963552
F_560058	0	0.8	Q	Q	Jan Bohadlo	-699729	-963606
F_560058	0.8	2.2	Sx	Sx	Jan Bohadlo	-699729	-963606
F_560059	0	2.2	Q	Q	Jan Bohadlo	-699361	-963551
F_560059	2.2	6.1	Sx	Sx	Jan Bohadlo	-699361	-963551
F_567691	0	6	Q	Q	Jan Bohadlo	-700229	-962993
F_567697	0	6	Q	Q	Jan Bohadlo	-701647	-962230
F_567698	0	5.6	Q	Q	Jan Bohadlo	-701594	-962245
F_567698	5.6	6	TNw	TNw	Jan Bohadlo	-701594	-962245
F_567699	0	2.5	Q	Q	Jan Bohadlo	-701605	-962231
F_567700	0	1.7	Q	Q	Jan Bohadlo	-701597	-962249
F_567701	0	1.8	Q	Q	Jan Bohadlo	-701616	-962244
F_573933	0	0.9	Q	Q	Jan Bohadlo	-699480	-963641
F_573933	0.9	1.2	Sx	Sx	Jan Bohadlo	-699480	-963641
F_573934	0	3.1	Q	Q	Jan Bohadlo	-699547	-963499
F_573935	0	2.2	Q	Q	Jan Bohadlo	-699600	-963673
F_573936	0	5.1	Q	Q	Jan Bohadlo	-699697	-963568
F_573937	0	4.2	Q	Q	Jan Bohadlo	-699708	-963737
F_577485	0	8.5	Q	Q	Jan Bohadlo	-698818	-964385
F_605172	0	5.5	Q	Q	Jan Bohadlo	-702486.8	-960491.2
F_605173	0	3	Q	Q	Jan Bohadlo	-702496.8	-960506.2
F_605181	0	5.6	Q	Q	Jan Bohadlo	-701869	-962646
F_605181	5.6	7	TNw	TNw	Jan Bohadlo	-701869	-962646
F_605182	0	5.8	Q	Q	Jan Bohadlo	-701880	-962628
F_605182	5.8	7	TNw	TNw	Jan Bohadlo	-701880	-962628
F_605183	0	4.5	Q	Q	Jan Bohadlo	-701866	-962633
F_605183	4.5	5	TNw	TNw	Jan Bohadlo	-701866	-962633
F_605184	0	3.7	Q	Q	Jan Bohadlo	-701871	-962636
F_605184	3.7	4	TNw	TNw	Jan Bohadlo	-701871	-962636
F_605185	0	5.6	Q	Q	Jan Bohadlo	-701882	-962636
F_605185	5.6	12	TNw	TNw	Jan Bohadlo	-701882	-962636
F_605495	0	8	Q	Q	Jan Bohadlo	-701676.2	-962839.5
F_605496	0	7	Q	Q	Jan Bohadlo	-701675.4	-962816.4
F_605497	0	7	Q	Q	Jan Bohadlo	-701673.4	-962791.3
F_605498	0	8	Q	Q	Jan Bohadlo	-701693.6	-962838.6
F_605499	0	8	Q	Q	Jan Bohadlo	-701693.7	-962814.4
F_605500	0	8	Q	Q	Jan Bohadlo	-701692.7	-962788.7
F_605501	0	8	Q	Q	Jan Bohadlo	-701715.4	-962813.8
F_605502	0	7.5	Q	Q	Jan Bohadlo	-701719	-962788.7
F_614958	0	4.6	Q	Q	Jan Bohadlo	-699570	-963521
F_614958	4.6	6.7	TMw	TMw	Jan Bohadlo	-699570	-963521
F_616191	0	70	Q	Q	Jan Bohadlo	-698014.66	-961653.05
F_616191	70	75	TNw	TNw	Jan Bohadlo	-698014.66	-961653.05
F_616340	0	4.7	Q	Q	Jan Bohadlo	-701754.5	-962910.2
F_616340	4.7	6	TNw	TNw	Jan Bohadlo	-701754.5	-962910.2
F_621855	0	6	Q	Q	Jan Bohadlo	-696730	-964633
F_621856	0	7	Q	Q	Jan Bohadlo	-696805	-964593
F_621857	0	4	Q	Q	Jan Bohadlo	-697135	-964417
F_621858	0	5	Q	Q	Jan Bohadlo	-697367	-964273
F_621859	0	7	Q	Q	Jan Bohadlo	-697572	-964064
F_621860	0	3	Q	Q	Jan Bohadlo	-697965	-963625
F_621861	0	9	Q	Q	Jan Bohadlo	-698139	-963430
F_621862	0	3.5	Q	Q	Jan Bohadlo	-698282	-963272
F_621862	3.5	6	Sx	Sx	Jan Bohadlo	-698282	-963272
F_621863	0	5	Q	Q	Jan Bohadlo	-698520	-963036
F_621864	0	3.6	Q	Q	Jan Bohadlo	-698921	-962862
F_621864	3.6	6	TNw	TNw	Jan Bohadlo	-698921	-962862
F_621865	0	8	Q	Q	Jan Bohadlo	-699190	-962844
F_621866	0	5.4	Q	Q	Jan Bohadlo	-699638	-962822
F_621866	5.4	6	TNw	TNw	Jan Bohadlo	-699638	-962822
F_626291	0	76.5	Q	Q	Jan Bohadlo	-698627.77	-961976.81
F_626291	76.5	80.6	TNw	TNw	Jan Bohadlo	-698627.77	-961976.81
F_635999	0	5.2	Q	Q	Jan Bohadlo	-702106	-962487.5
F_635999	5.2	6	TNw	TNw	Jan Bohadlo	-702106	-962487.5
F_636000	0	5.8	Q	Q	Jan Bohadlo	-702096	-962491
F_636000	5.8	6	TNw	TNw	Jan Bohadlo	-702096	-962491
F_636001	0	3.1	Q	Q	Jan Bohadlo	-702088	-962480
F_636001	3.1	5	TNw	TNw	Jan Bohadlo	-702088	-962480
F_642662	0	4	Q	Q	Jan Bohadlo	-700813.5	-962730.5
F_642663	0	4	Q	Q	Jan Bohadlo	-700836.5	-962749.5
F_642664	0	4	Q	Q	Jan Bohadlo	-700716	-962749.5
F_642665	0	4	Q	Q	Jan Bohadlo	-700748	-962759.5
F_643061	0	9.5	Q	Q	Jan Bohadlo	-701277	-961411.2
F_643062	0	8	Q	Q	Jan Bohadlo	-701360.5	-961478
F_643063	0	8	Q	Q	Jan Bohadlo	-701340.5	-961395
F_643064	0	9.8	Q	Q	Jan Bohadlo	-701297	-961493
F_647388	0	1.5	Q	Q	Jan Bohadlo	-701177.5	-962082.7
F_647388	1.5	10.6	TNw	TNw	Jan Bohadlo	-701177.5	-962082.7
F_647389	0	3.5	Q	Q	Jan Bohadlo	-700855.17	-962177.78
F_647389	3.5	12	TNw	TNw	Jan Bohadlo	-700855.17	-962177.78
F_647390	0	1.5	Q	Q	Jan Bohadlo	-701103.69	-962357.41
F_647390	1.5	8.2	TNw	TNw	Jan Bohadlo	-701103.69	-962357.41
F_647702	0	32	Q	Q	Jan Bohadlo	-698200	-962200
F_647702	32	35	TNw	TNw	Jan Bohadlo	-698200	-962200
F_675036	0	10	Q	Q	Jan Bohadlo	-696724.65	-964621.07
F_675037	0	9	Q	Q	Jan Bohadlo	-696863.45	-964564.87
F_675038	0	8	Q	Q	Jan Bohadlo	-696972.87	-964496.63
F_675039	0	10	Q	Q	Jan Bohadlo	-697144.46	-964429.43
F_675040	0	8	Q	Q	Jan Bohadlo	-697532.92	-964103.84
F_675041	0	9	Q	Q	Jan Bohadlo	-697626.02	-963999.14
F_675042	0	8	Q	Q	Jan Bohadlo	-697739.97	-963952.2
F_675043	0	6	Q	Q	Jan Bohadlo	-697905.24	-963690.88
F_675044	0	6	Q	Q	Jan Bohadlo	-698031.62	-963623.7
F_675045	0	4.9	Q	Q	Jan Bohadlo	-698056.47	-963501.81
F_675045	4.9	6	Sx	Sx	Jan Bohadlo	-698056.47	-963501.81
F_675046	0	0.5	Q	Q	Jan Bohadlo	-698075.86	-963523
F_675046	0.5	6	Sx	Sx	Jan Bohadlo	-698075.86	-963523
F_675047	0	1.1	Q	Q	Jan Bohadlo	-698166.39	-963403.27
F_675047	1.1	7	Sx	Sx	Jan Bohadlo	-698166.39	-963403.27
F_675048	0	7.5	Q	Q	Jan Bohadlo	-698233.43	-963345.1
F_675048	7.5	10	Sx	Sx	Jan Bohadlo	-698233.43	-963345.1
F_675049	0	1.3	Q	Q	Jan Bohadlo	-698284.98	-963267.83
F_675049	1.3	6	Sx	Sx	Jan Bohadlo	-698284.98	-963267.83
F_675050	0	2.4	Q	Q	Jan Bohadlo	-698297.27	-963239.14
F_675050	2.4	12	Sx	Sx	Jan Bohadlo	-698297.27	-963239.14
F_675051	0	9.5	Q	Q	Jan Bohadlo	-698347.76	-963192.25
F_675051	9.5	10	Sx	Sx	Jan Bohadlo	-698347.76	-963192.25
F_675052	0	9	Q	Q	Jan Bohadlo	-698557.06	-962964.53
F_675053	0	9	Q	Q	Jan Bohadlo	-698611.97	-962909.96
F_675054	0	8	Q	Q	Jan Bohadlo	-698669	-962840.01
F_675055	0	10	Q	Q	Jan Bohadlo	-698761.3	-962733.88
F_675056	0	8	Q	Q	Jan Bohadlo	-698829.09	-962784.63
F_675057	0	4	Q	Q	Jan Bohadlo	-698970.13	-962616.34
F_675058	0	7	Q	Q	Jan Bohadlo	-699380.05	-962684.78
F_675059	0	4.4	Q	Q	Jan Bohadlo	-699471.66	-962708.29
F_675059	4.4	7	TNw	TNw	Jan Bohadlo	-699471.66	-962708.29
F_675060	0	2.5	Q	Q	Jan Bohadlo	-699557.29	-962733.93
F_675060	2.5	5	TNw	TNw	Jan Bohadlo	-699557.29	-962733.93
F_675061	0	3	Q	Q	Jan Bohadlo	-699663.43	-962765.4
F_675061	3	8	TNw	TNw	Jan Bohadlo	-699663.43	-962765.4
F_675062	0	3.9	Q	Q	Jan Bohadlo	-699969.7	-962757.54
F_675062	3.9	6	TNw	TNw	Jan Bohadlo	-699969.7	-962757.54
F_675065	0	3	Q	Q	Jan Bohadlo	-698280	-963268
F_675065	3	9.7	Sx	Sx	Jan Bohadlo	-698280	-963268
F_676076	0	4	Q	Q	Jan Bohadlo	-701402.53	-962647.51
F_678886	0	9	Q	Q	Jan Bohadlo	-701268	-963540
F_678886	9	12	TPw	TPw	Jan Bohadlo	-701268	-963540
F_678886	12	30	Sx	Sx	Jan Bohadlo	-701268	-963540
F_688614	0	42.5	Q	Q	Jan Bohadlo	-698333.59	-962365.21
F_688614	42.5	68.5	TNw	TNw	Jan Bohadlo	-698333.59	-962365.21
F_688614	68.5	70	TCb2	TCb2	Jan Bohadlo	-698333.59	-962365.21
F_688614	70	95	TMw	TMw	Jan Bohadlo	-698333.59	-962365.21
F_689101	0	8	Q	Q	Jan Bohadlo	-701763.82	-961752.4
F_689102	0	8	Q	Q	Jan Bohadlo	-701777.7	-961750.52
F_689103	0	8	Q	Q	Jan Bohadlo	-701767.97	-961735.6
F_692583	0	7	Q	Q	Jan Bohadlo	-702474	-962854
F_692583	7	11	TNw	TNw	Jan Bohadlo	-702474	-962854
F_696993	0	6	Q	Q	Jan Bohadlo	-700127.5	-964806.5
F_696994	0	6	Q	Q	Jan Bohadlo	-700104	-964818
F_696995	0	6	Q	Q	Jan Bohadlo	-700098.5	-964801
F_696996	0	6	Q	Q	Jan Bohadlo	-700114	-964838
F_696997	0	6	Q	Q	Jan Bohadlo	-700113	-964795
F_696998	0	6	Q	Q	Jan Bohadlo	-700113	-964814.5
F_696999	0	5	Q	Q	Jan Bohadlo	-700127.5	-964827
F_697000	0	5	Q	Q	Jan Bohadlo	-700130.5	-964842
F_709091	0	14.1	Q	Q	Jan Bohadlo	-699095.65	-962433.11
F_709091	14.1	20	TNw	TNw	Jan Bohadlo	-699095.65	-962433.11
F_709092	0	20	Q	Q	Jan Bohadlo	-699208.12	-962573.47
F_709093	0	20	Q	Q	Jan Bohadlo	-699060.76	-962637.54
F_709094	0	13.8	Q	Q	Jan Bohadlo	-698971.94	-962544.03
F_709094	13.8	20	TNw	TNw	Jan Bohadlo	-698971.94	-962544.03
F_709095	0	20	Q	Q	Jan Bohadlo	-698778.32	-962537.57
F_725392	0	8.5	Q	Q	Jan Bohadlo	-698385.09	-964658.09
F_725392	8.5	11	Sx	Sx	Jan Bohadlo	-698385.09	-964658.09
F_725393	0	15.6	Q	Q	Jan Bohadlo	-698591.11	-964877.29
F_725393	15.6	18	Sx	Sx	Jan Bohadlo	-698591.11	-964877.29
F_725394	0	8.1	Q	Q	Jan Bohadlo	-698400.7	-964589.66
F_725394	8.1	9	Sx	Sx	Jan Bohadlo	-698400.7	-964589.66
F_725395	0	13.5	Q	Q	Jan Bohadlo	-698562.6	-964910.5
F_725395	13.5	15	Sx	Sx	Jan Bohadlo	-698562.6	-964910.5
F_725396	0	20.6	Q	Q	Jan Bohadlo	-698684.8	-964943.2
F_725396	20.6	22	TPw	TPw	Jan Bohadlo	-698684.8	-964943.2
F_725396	22	22.5	Sx	Sx	Jan Bohadlo	-698684.8	-964943.2
F_725397	0	21.4	Q	Q	Jan Bohadlo	-698747.3	-964547.4
F_725397	21.4	22.3	Sx	Sx	Jan Bohadlo	-698747.3	-964547.4
F_725398	0	7	Q	Q	Jan Bohadlo	-698637.67	-964462.82
F_725399	0	8	Q	Q	Jan Bohadlo	-698584.58	-964565
F_725400	0	19.9	Q	Q	Jan Bohadlo	-698707.79	-964412.56
F_725400	19.9	20.7	TPw	TPw	Jan Bohadlo	-698707.79	-964412.56
F_725400	20.7	22.9	Sx	Sx	Jan Bohadlo	-698707.79	-964412.56
F_750375	0	4	Q	Q	Jan Bohadlo	-698678.34	-960615.6
F_750375	4	62.35	TNw	TNw	Jan Bohadlo	-698678.34	-960615.6
F_750375	62.35	70.55	TCb2	TCb2	Jan Bohadlo	-698678.34	-960615.6
F_750376	0	26.6	Q	Q	Jan Bohadlo	-697638.31	-961466.84
F_750376	26.6	67.6	TNw	TNw	Jan Bohadlo	-697638.31	-961466.84
F_750376	67.6	69.8	X	XX_Neinterpretovatelny_interval_vrtu	Jan Bohadlo	-697638.31	-961466.84
F_750376	69.8	81.15	TNw	TNw	Jan Bohadlo	-697638.31	-961466.84
F_750376	81.15	85	TCb2	TCb2	Jan Bohadlo	-697638.31	-961466.84
F_750378	0	36.24	Q	Q	Jan Bohadlo	-697990.3	-961350.97
F_750378	36.24	79	TNw	TNw	Jan Bohadlo	-697990.3	-961350.97
F_750378	79	79.55	X	XX_Neinterpretovatelny_interval_vrtu	Jan Bohadlo	-697990.3	-961350.97
F_750378	79.55	88	TNw	TNw	Jan Bohadlo	-697990.3	-961350.97
F_750378	88	88.6	X	XX_Neinterpretovatelny_interval_vrtu	Jan Bohadlo	-697990.3	-961350.97
F_750378	88.6	94.85	TNw	TNw	Jan Bohadlo	-697990.3	-961350.97
F_750378	94.85	100.8	TCb2	TCb2	Jan Bohadlo	-697990.3	-961350.97
F_69254	0	31	Q	Q	Jan Bohadlo	-696116.8	-966049
F_69254	31	34.5	Sx	Sx	Jan Bohadlo	-696116.8	-966049
F_69255	0	28	Q	Q	Jan Bohadlo	-696275.5	-965974.9
F_69255	28	30	Sx	Sx	Jan Bohadlo	-696275.5	-965974.9
F_69256	0	3	Q	Q	Jan Bohadlo	-695567.5	-965755.3
F_69256	3	5.2	TPw	TPw	Jan Bohadlo	-695567.5	-965755.3
F_69256	5.2	15	Sx	Sx	Jan Bohadlo	-695567.5	-965755.3
F_69257	0	41.2	Q	Q	Jan Bohadlo	-696853.9	-965320.2
F_69257	41.2	43	Sx	Sx	Jan Bohadlo	-696853.9	-965320.2
F_69259	0	23.6	Q	Q	Jan Bohadlo	-696950.2	-965138
F_69259	23.6	28	TPw	TPw	Jan Bohadlo	-696950.2	-965138
F_69260	0	41	Q	Q	Jan Bohadlo	-696923.4	-965022
F_69260	41	48	TPw	TPw	Jan Bohadlo	-696923.4	-965022
F_69261	0	20.2	Q	Q	Jan Bohadlo	-696781	-965546.6
F_69261	20.2	23	Sx	Sx	Jan Bohadlo	-696781	-965546.6
F_69296	0	9	Q	Q	Jan Bohadlo	-696137.89	-967145.41
F_69296	9	10.8	TPw	TPw	Jan Bohadlo	-696137.89	-967145.41
F_69298	0	42	Q	Q	Jan Bohadlo	-696847.49	-964866.48
F_69298	42	43	Sx	Sx	Jan Bohadlo	-696847.49	-964866.48
F_69314	0	5.3	Sx	Sx	Jan Bohadlo	-693875	-965010
F_69315	0	0.6	Q	Q	Jan Bohadlo	-694570	-965050
F_69315	0.6	7	Sx	Sx	Jan Bohadlo	-694570	-965050
F_69316	0	2.2	Q	Q	Jan Bohadlo	-694220	-964950
F_69316	2.2	15	Sx	Sx	Jan Bohadlo	-694220	-964950
F_69461	0	16.5	Q	Q	Jan Bohadlo	-696730	-965910
F_69461	16.5	18.5	Sx	Sx	Jan Bohadlo	-696730	-965910
F_69470	0	1	Q	Q	Jan Bohadlo	-696876	-965942
F_69470	1	6	Sx	Sx	Jan Bohadlo	-696876	-965942
F_69471	0	5.4	Q	Q	Jan Bohadlo	-696870	-965926
F_69471	5.4	6.3	Sx	Sx	Jan Bohadlo	-696870	-965926
F_69472	0	9	Q	Q	Jan Bohadlo	-696863	-965909
F_69472	9	10	Sx	Sx	Jan Bohadlo	-696863	-965909
F_69473	0	10.8	Q	Q	Jan Bohadlo	-696924	-965932
F_69473	10.8	11.5	Sx	Sx	Jan Bohadlo	-696924	-965932
F_69474	0	3.8	Q	Q	Jan Bohadlo	-696920	-965893
F_69474	3.8	4.2	Sx	Sx	Jan Bohadlo	-696920	-965893
F_69475	0	10	Q	Q	Jan Bohadlo	-696909	-965872
F_69476	0	11	Q	Q	Jan Bohadlo	-696969	-965884
F_69476	11	11.2	Sx	Sx	Jan Bohadlo	-696969	-965884
F_69477	0	5.7	Q	Q	Jan Bohadlo	-696958	-965862
F_69477	5.7	6.2	Sx	Sx	Jan Bohadlo	-696958	-965862
F_69478	0	10	Q	Q	Jan Bohadlo	-696946	-965840
F_69479	0	4	Q	Q	Jan Bohadlo	-698520	-966800
F_69479	4	4.8	Sx	Sx	Jan Bohadlo	-698520	-966800
F_69480	0	3.8	Q	Q	Jan Bohadlo	-698540	-966800
F_69480	3.8	5	Sx	Sx	Jan Bohadlo	-698540	-966800
F_69481	0	3.7	Q	Q	Jan Bohadlo	-698560	-966800
F_69481	3.7	5	Sx	Sx	Jan Bohadlo	-698560	-966800
F_69482	0	3.8	Q	Q	Jan Bohadlo	-698540	-966820
F_69482	3.8	4	Sx	Sx	Jan Bohadlo	-698540	-966820
F_69491	0	15	Q	Q	Jan Bohadlo	-696960	-965700
F_69491	15	16.2	Sx	Sx	Jan Bohadlo	-696960	-965700
F_69492	0	5	Q	Q	Jan Bohadlo	-696700	-965800
F_69492	5	7	Sx	Sx	Jan Bohadlo	-696700	-965800
F_69493	0	2	Q	Q	Jan Bohadlo	-696500	-967190
F_69494	0	9	Q	Q	Jan Bohadlo	-696440	-967160
F_69494	9	10	Sx	Sx	Jan Bohadlo	-696440	-967160
F_69495	0	8	Q	Q	Jan Bohadlo	-695850	-967300
F_69496	0	12	Q	Q	Jan Bohadlo	-695820	-967360
F_69497	0	7.4	Q	Q	Jan Bohadlo	-696500	-967180
F_69497	7.4	8	Sx	Sx	Jan Bohadlo	-696500	-967180
